Cust ID,Trans ID,Timestamp,Merchant Segment, Device ,Funding Instrument,Price,ZipCode,Account_age_months,Sum_12_mnth_credit_txn,Sum_12_mnth_debit_txn,Pcnt_debit_cards_in_wallet,Num_premium_cards,Eng_segment
19527,C5E25EDE,2021-06-10 04:55:52,Fashion, Web ,EasyPay_Pay_Later,82,51389,19,321,25998,96,2,Potential_Leavers
19528,FCC6941E,2021-03-16 15:12:14,Travel, Web ,EasyPay_Cobrand_Card,3659,30028,31,18233,2784,19,7,Medium
19529,C397C82E,2021-06-06 23:00:12,Travel, Web ,Debit_Card,3968,29781,5,2127,14841,81,3,Medium
19530,FB712172,2021-03-06 13:04:29,Fashion, Mobile ,EasyPay_Pay_Later,78,16730,10,524,23632,99,1,Low
19531,F207BE05,2021-03-14 02:42:03,Pantry, Mobile ,EasyPay_Pay_Later,24,82462,2,1403,16460,76,1,Low
19532,38DCF37A,2021-04-15 17:15:58,Travel, Web ,EasyPay_Credit_Card,1214,49365,33,20595,3598,20,5,Medium
19533,B848056E,2021-03-05 03:20:33,Pantry, Web ,Netbanking,342,37804,11,4229,14805,60,2,Low
19534,F60B3568,2021-03-26 02:03:31,Electronics, Web ,Netbanking,556,68112,5,2374,19901,58,3,Medium
19535,62FA3C58,2021-03-25 16:29:51,Electronics, Web ,Debit_Card,1077,60522,6,2203,23270,51,1,Potential_Leavers
19536,E29ADC7B,2021-03-30 22:15:53,Website-services, Mobile ,Netbanking,726,46343,10,3405,12241,63,2,Medium
19537,1BD7657F,2021-03-18 09:59:48,Electronics, Web ,Netbanking,675,23193,2,1583,19663,42,1,Medium
19538,DDBF679D,2021-05-31 17:27:29,Fashion, Web ,EasyPay_Pay_Later,131,23568,16,591,25326,78,1,Medium
19539,170FC326,2021-05-13 10:55:30,Fashion, Mobile ,EasyPay_Pay_Later,122,25719,13,1434,28181,100,1,Low
19540,4FDA2DD2,2021-05-08 00:54:22,Travel, Web ,Debit_Card,2948,25449,13,1714,15432,82,1,High
19541,43B19FDF,2021-03-18 07:38:04,Travel, POS ,EasyPay_Cobrand_Card,2868,55518,39,32887,1835,16,5,Medium
19542,82924189,2021-05-02 10:43:27,Fashion, Mobile ,EasyPay_Pay_Later,143,31135,14,643,21817,98,1,Potential_Leavers
19543,0F10ECA6,2021-03-29 17:13:48,Fashion, Mobile ,EasyPay_Pay_Later,101,72864,8,908,17597,83,1,Medium
19544,3352E862,2021-03-05 20:54:41,Fashion, Mobile ,EasyPay_Pay_Later,94,57689,10,266,29611,82,1,Medium
19545,DA30F912,2021-05-31 06:44:33,Travel, Web ,Debit_Card,3112,11147,9,1664,23120,80,3,Medium
19546,D46E466B,2021-04-01 02:53:00,Website-services, Web ,Wallet,874,24867,12,6880,11023,67,1,Medium
19547,7F2F404A,2021-04-29 10:03:14,Fashion, Mobile ,EasyPay_Pay_Later,178,56016,8,1783,20308,82,2,Low
19548,79E37EC4,2021-03-01 14:10:32,Website-services, Web ,Debit_Card,966,84680,17,1096,14994,64,1,High
19549,EF7E01F5,2021-04-13 07:20:36,Fashion, Mobile ,EasyPay_Pay_Later,167,10375,3,762,22216,76,1,Medium
19550,EB52E5EC,2021-06-06 10:18:32,Pantry, Mobile ,EasyPay_Pay_Later,154,89734,3,692,16224,82,2,Potential_Leavers
19551,2E52B386,2021-03-02 06:05:54,Pantry, Mobile ,EasyPay_Pay_Later,145,86388,15,1135,21408,92,2,Medium
19552,36A88AA6,2021-05-29 06:23:02,Pantry, Web ,Netbanking,224,56016,15,3135,8909,44,2,High
19553,896AF112,2021-06-04 13:31:47,Pantry, Web ,Netbanking,372,74985,2,1529,19766,52,2,Potential_Leavers
19554,3AB6F6CD,2021-03-28 13:26:10,Travel, Mobile ,EasyPay_Credit_Card,1879,54079,36,6835,3243,17,3,High
19555,9B24463F,2021-05-29 12:14:36,Website-services, Web ,Netbanking,752,23736,4,3683,18402,56,1,Potential_Leavers
19556,FB904AB4,2021-05-09 16:00:31,Website-services, Web ,Wallet,983,48495,15,2706,10304,57,1,Medium
19557,3A3EF1E0,2021-04-27 11:02:58,Pantry, Web ,Wallet,320,44219,12,1412,9701,68,1,Medium
19558,376F01AD,2021-03-31 16:15:33,Electronics, Web ,Wallet,218,84609,17,5267,11660,56,0,Medium
19559,C07CE58E,2021-03-31 03:56:02,Travel, Web ,Netbanking,1809,85953,3,5610,7922,62,3,High
19560,A6FB0EB0,2021-04-19 15:02:06,Website-services, Web ,EasyPay_Pay_Later,670,83677,4,902,27831,95,1,Medium
19561,0FDB9745,2021-04-25 12:01:55,Website-services, Web ,Wallet,486,60056,10,873,9906,70,0,High
19562,8F481A1E,2021-05-24 17:17:35,Website-services, Web ,Debit_Card,589,34425,19,1412,23828,80,2,Medium
19563,E0597453,2021-04-17 23:00:10,Pantry, Mobile ,EasyPay_Pay_Later,40,87663,20,1261,26147,86,1,Medium
19564,139EC93D,2021-03-18 00:55:19,Website-services, Mobile ,Netbanking,858,68854,12,5123,11238,49,2,Medium
19565,FFB21468,2021-03-04 11:44:37,Travel, Mobile ,EasyPay_Credit_Card,4536,38885,47,39477,2265,16,4,Medium
19566,54C90783,2021-05-22 10:00:32,Travel, Web ,EasyPay_Cobrand_Card,3398,63585,19,11175,2445,16,5,Low
19567,20C86ED4,2021-04-12 17:15:01,Fashion, Web ,EasyPay_Pay_Later,120,63234,14,996,17651,93,2,Low
19568,3B259B55,2021-03-02 16:43:49,Electronics, Web ,Debit_Card,770,44025,17,2180,14657,56,2,Potential_Leavers
19569,41D3BCF9,2021-04-17 06:18:34,Pantry, Mobile ,EasyPay_Pay_Later,45,16758,16,583,19656,89,2,Low
19570,A0F70F26,2021-05-10 07:27:44,Fashion, Mobile ,EasyPay_Pay_Later,188,50272,15,318,12239,75,1,Low
19571,EB557F2F,2021-04-12 18:47:10,Pantry, Web ,Netbanking,260,13088,7,1806,10451,56,1,Medium
19572,E32CC26A,2021-05-04 13:58:53,Fashion, Web ,EasyPay_Pay_Later,64,23624,9,727,23008,79,2,Potential_Leavers
19573,FE95C761,2021-04-19 01:13:44,Fashion, Mobile ,EasyPay_Pay_Later,126,63234,17,1344,25576,79,2,Medium
19574,C8E6B8BC,2021-05-02 13:00:45,Pantry, Web ,EasyPay_Pay_Later,100,18054,12,1145,13424,100,1,Potential_Leavers
19575,202BBDCE,2021-03-31 02:29:57,Website-services, Mobile ,Netbanking,875,68596,4,5825,11356,45,2,Medium
19576,2456107E,2021-06-06 22:35:45,Fashion, Mobile ,EasyPay_Pay_Later,129,26436,4,591,15590,87,1,Potential_Leavers
19577,96F325FF,2021-03-02 12:16:23,Fashion, Mobile ,EasyPay_Pay_Later,122,13862,12,1661,28389,98,1,Potential_Leavers
19578,B717C6DA,2021-04-25 06:35:34,Travel, Mobile ,EasyPay_Credit_Card,3525,49008,47,20516,1714,22,4,Medium
19579,DDF376EC,2021-06-05 21:42:45,Electronics, Web ,Netbanking,311,80691,2,3390,9812,45,3,Medium
19580,0CE192D0,2021-04-21 19:47:28,Fashion, Web ,EasyPay_Pay_Later,80,27760,17,1733,13221,83,1,Potential_Leavers
19581,E2B667A8,2021-05-29 09:26:18,Website-services, Web ,Netbanking,379,64276,12,5229,8035,62,2,High
19582,D45F023A,2021-05-04 01:16:23,Travel, Web ,Debit_Card,3061,20238,22,1221,20604,82,2,High
19583,D8016246,2021-05-25 00:04:04,Website-services, Mobile ,EasyPay_Pay_Later,349,38659,6,834,17539,86,2,Medium
19584,7FAC8350,2021-04-14 06:42:20,Travel, Web ,EasyPay_Credit_Card,1464,34536,55,13536,2649,20,4,High
19585,A0B8DB64,2021-04-05 17:23:21,Website-services, Mobile ,EasyPay_Pay_Later,253,83070,10,1773,21335,80,1,Medium
19586,5EC2EF7D,2021-05-20 19:01:35,Fashion, Mobile ,Netbanking,237,22711,3,3491,10153,60,1,Potential_Leavers
19587,0FAA1B7C,2021-03-10 05:44:07,Fashion, Mobile ,EasyPay_Pay_Later,62,89734,4,1320,13978,82,2,Medium
19588,252EF868,2021-05-13 01:50:11,Travel, Web ,EasyPay_Credit_Card,4370,36289,34,26205,4138,16,5,Medium
19589,661BA245,2021-04-09 20:51:32,Travel, Mobile ,Debit_Card,1405,78051,8,1122,21839,62,2,Medium
19590,86FF3120,2021-04-23 13:11:21,Fashion, Mobile ,EasyPay_Pay_Later,167,47893,4,1667,24382,95,2,Low
19591,FF252554,2021-05-15 08:39:30,Fashion, Mobile ,EasyPay_Pay_Later,117,70063,3,457,24233,89,2,Medium
19592,96A74E32,2021-05-28 19:20:36,Travel, Mobile ,Debit_Card,1086,68200,8,1907,11981,68,1,Medium
19593,73046F84,2021-05-12 19:15:02,Fashion, Mobile ,EasyPay_Pay_Later,132,80447,14,1189,16351,99,1,Potential_Leavers
19594,760B1647,2021-04-27 05:51:38,Website-services, Mobile ,Netbanking,273,30028,10,1586,9701,51,3,High
19595,ED540771,2021-04-13 12:00:42,Website-services, Web ,Wallet,489,45998,12,4560,10854,70,1,Low
19596,5638C7B9,2021-05-21 04:13:00,Travel, Web ,EasyPay_Cobrand_Card,3415,56003,34,29216,3269,7,6,Low
19597,F9574F4F,2021-05-22 22:26:02,Fashion, Mobile ,EasyPay_Pay_Later,81,59853,2,253,14351,81,1,Medium
19598,805ACCB9,2021-05-27 22:48:03,Fashion, Mobile ,EasyPay_Pay_Later,171,48876,11,1471,22315,89,1,Potential_Leavers
19599,B7087CFF,2021-04-23 16:25:52,Pantry, Web ,EasyPay_Pay_Later,124,23193,19,1476,20457,94,1,Low
19600,95188919,2021-04-06 10:01:09,Website-services, Mobile ,EasyPay_Pay_Later,442,60941,15,1786,20033,97,2,Medium
19601,CCF5576B,2021-04-12 19:49:28,Website-services, Web ,Netbanking,273,40583,12,3098,11382,51,3,Medium
19602,4845B367,2021-03-13 06:20:31,Travel, Web ,Debit_Card,2234,50272,23,1063,18378,64,1,Low
19603,66B67DD7,2021-05-27 09:18:03,Fashion, Mobile ,EasyPay_Pay_Later,138,82121,4,1336,23031,79,1,Low
19604,5FA1E811,2021-04-11 19:21:52,Electronics, POS ,EasyPay_Cobrand_Card,1157,57086,24,6114,3002,15,4,Potential_Leavers
19605,86AC9848,2021-04-18 07:41:42,Pantry, Web ,Netbanking,295,50581,7,5830,17593,40,2,Low
19606,2F2BD32A,2021-04-22 01:22:22,Pantry, Web ,Netbanking,298,25282,12,2114,12364,41,1,Low
19607,BC427809,2021-03-24 06:44:39,Travel, Web ,Netbanking,2267,84405,7,4064,19123,54,1,Medium
19608,BFE3744D,2021-04-21 02:39:15,Fashion, Web ,Wallet,244,68719,6,5116,10349,66,1,Medium
19609,4440B736,2021-03-22 20:28:57,Travel, Mobile ,Debit_Card,2967,68367,2,1151,20132,69,1,Medium
19610,CF3920A0,2021-05-31 22:17:34,Pantry, Web ,EasyPay_Pay_Later,365,38659,4,762,28024,95,1,Low
19611,03FD25FD,2021-05-10 15:21:01,Fashion, Mobile ,EasyPay_Pay_Later,92,60285,17,1428,21422,90,1,Low
19612,BEF24B7E,2021-04-10 03:53:29,Electronics, Web ,EasyPay_Credit_Card,1098,28282,55,7836,2481,18,4,Medium
19613,C0E44AFE,2021-05-24 09:39:19,Travel, Mobile ,EasyPay_Credit_Card,4138,29663,55,22688,2798,16,6,Medium
19614,4EC6C439,2021-04-05 22:20:27,Travel, Mobile ,Netbanking,1550,19651,15,3469,13834,54,3,Low
19615,C53FB9B4,2021-04-16 12:25:40,Fashion, Web ,EasyPay_Pay_Later,70,46343,15,271,26959,95,1,Potential_Leavers
19616,7CC93995,2021-05-04 09:56:44,Website-services, Mobile ,EasyPay_Pay_Later,122,70470,9,1387,13462,100,1,Low
19617,D2087B46,2021-06-07 17:24:29,Fashion, Mobile ,EasyPay_Pay_Later,193,57086,6,438,23463,97,1,Medium
19618,30F5C5ED,2021-05-13 14:05:26,Travel, Web ,Debit_Card,2984,29473,24,2294,18617,84,2,Medium
19619,EF852E5E,2021-05-19 08:42:16,Website-services, Web ,EasyPay_Pay_Later,544,61009,12,339,22739,79,2,Medium
19620,CB2250F0,2021-04-19 15:52:52,Website-services, Mobile ,EasyPay_Pay_Later,162,54902,13,1142,24375,76,1,Low
19621,B783A991,2021-03-12 06:30:50,Website-services, Web ,Wallet,581,68367,16,3385,11814,59,0,Low
19622,B81BB107,2021-05-19 11:04:34,Travel, POS ,EasyPay_Cobrand_Card,3454,87663,22,10661,2268,7,4,Medium
19623,0FFC06FB,2021-03-26 06:03:45,Travel, Web ,Netbanking,1070,39462,5,5010,18049,52,2,Potential_Leavers
19624,1F944406,2021-03-28 17:28:21,Website-services, Mobile ,EasyPay_Pay_Later,145,71216,9,700,22499,87,1,Medium
19625,048DE890,2021-04-07 12:49:41,Website-services, Web ,Netbanking,219,14866,11,1877,14183,65,3,High
19626,3CB9BAEC,2021-04-12 19:29:10,Website-services, Mobile ,EasyPay_Pay_Later,850,12853,7,751,15150,77,2,Medium
19627,65BAF193,2021-03-24 06:36:27,Pantry, Mobile ,EasyPay_Pay_Later,105,62935,12,1651,26820,98,2,Medium
19628,1CD16DBB,2021-04-28 05:49:20,Pantry, Web ,Netbanking,370,56046,6,3384,17771,43,2,Medium
19629,291EE3C2,2021-04-07 19:32:05,Fashion, Mobile ,EasyPay_Pay_Later,54,14866,6,989,19265,85,2,Potential_Leavers
19630,6CDA3A86,2021-04-23 16:09:38,Travel, Mobile ,EasyPay_Credit_Card,1482,55545,46,18325,1760,15,5,High
19631,D0FA7492,2021-04-27 00:12:27,Electronics, Web ,EasyPay_Pay_Later,574,58508,8,740,27125,94,1,Medium
19632,1A01D31E,2021-03-22 07:25:18,Travel, Web ,Wallet,850,87756,7,3429,10060,64,0,Potential_Leavers
19633,A376E6C4,2021-03-29 22:26:14,Website-services, Web ,EasyPay_Pay_Later,195,56046,9,1046,23135,87,2,Medium
19634,DEAE0103,2021-04-27 21:10:57,Website-services, Web ,Wallet,215,53259,15,4092,10148,57,0,High
19635,1891C794,2021-03-13 15:50:31,Pantry, Mobile ,EasyPay_Pay_Later,400,64276,15,285,15476,84,2,Low
19636,7A7D63C5,2021-03-21 10:57:04,Travel, Mobile ,EasyPay_Credit_Card,4025,66540,39,19473,2667,20,3,Medium
19637,D96BA63D,2021-05-17 23:01:59,Travel, Web ,EasyPay_Cobrand_Card,2392,22516,30,7504,2574,10,8,Potential_Leavers
19638,78B67EE9,2021-05-04 20:25:37,Pantry, Mobile ,EasyPay_Pay_Later,39,77789,17,999,29264,93,2,Low
19639,EF9E7DA3,2021-03-06 00:44:26,Travel, Mobile ,Netbanking,978,65272,5,3157,9646,46,2,Medium
19640,2AE16244,2021-04-10 12:30:40,Travel, Mobile ,EasyPay_Credit_Card,3356,11147,50,16507,2549,17,6,High
19641,46C80125,2021-06-10 10:57:03,Travel, Web ,Netbanking,1422,60373,5,2398,13959,54,3,Potential_Leavers
19642,911D4057,2021-05-20 05:52:59,Travel, Mobile ,EasyPay_Credit_Card,4649,70063,36,28354,2528,16,5,Medium
19643,19183068,2021-03-16 15:16:51,Website-services, Web ,Wallet,777,87330,7,7891,11772,58,1,Medium
19644,18D00693,2021-03-26 04:20:28,Fashion, Web ,EasyPay_Pay_Later,85,68654,5,716,14674,99,1,Low
19645,1CEB5D02,2021-04-10 20:53:29,Electronics, Web ,Wallet,961,17455,10,7733,11215,66,1,Medium
19646,530F3990,2021-06-05 08:24:16,Fashion, Mobile ,EasyPay_Pay_Later,120,35024,6,246,22051,83,1,Low
19647,7901B86A,2021-04-27 21:14:31,Travel, Mobile ,EasyPay_Credit_Card,1912,64276,44,36698,3255,15,6,High
19648,1BB034D7,2021-05-31 04:15:38,Website-services, Mobile ,EasyPay_Pay_Later,338,54158,7,1633,25039,75,2,Potential_Leavers
19649,F86470B9,2021-03-14 14:59:47,Fashion, Mobile ,EasyPay_Pay_Later,116,73777,4,398,28828,81,1,Low
19650,8D70BDA3,2021-05-02 15:06:14,Fashion, Mobile ,EasyPay_Pay_Later,191,61461,20,1551,26139,88,2,Low
19651,A19FE39D,2021-04-02 01:37:15,Website-services, Web ,Netbanking,613,58313,8,1943,12136,62,2,Medium
19652,34706991,2021-04-28 20:26:17,Travel, Web ,EasyPay_Credit_Card,4780,70388,57,17863,3991,19,3,High
19653,024A1E61,2021-03-31 16:26:07,Fashion, Web ,EasyPay_Pay_Later,79,11339,12,1165,23690,98,1,Low
19654,E8B6F051,2021-05-02 04:29:20,Website-services, Web ,Netbanking,648,84958,2,3537,17555,64,1,Medium
19655,7DF7C99F,2021-03-11 08:54:11,Fashion, Mobile ,EasyPay_Pay_Later,90,56046,18,315,16770,75,2,Low
19656,2F32AFB6,2021-04-14 01:48:03,Travel, Web ,Netbanking,2261,36885,12,1722,9576,55,1,Medium
19657,0D025F24,2021-04-04 20:16:14,Travel, POS ,EasyPay_Cobrand_Card,1859,58970,41,14083,2033,16,4,Potential_Leavers
19658,2A2D9193,2021-04-05 19:09:23,Website-services, Web ,Netbanking,333,78470,7,1595,11879,56,3,Potential_Leavers
19659,13612E69,2021-03-11 23:50:06,Website-services, Mobile ,EasyPay_Pay_Later,992,78960,5,957,19407,83,1,Potential_Leavers
19660,E071D493,2021-04-01 05:43:15,Electronics, Mobile ,EasyPay_Pay_Later,94,43123,14,1508,17359,81,2,Medium
19661,EF13F779,2021-03-05 16:53:12,Travel, Mobile ,EasyPay_Credit_Card,3132,19651,58,25187,2662,19,5,High
19662,E526B9CE,2021-05-18 02:09:33,Travel, Web ,Debit_Card,3446,75002,18,2018,20537,81,2,Medium
19663,2A474B24,2021-03-04 14:25:29,Travel, Web ,Debit_Card,3837,25870,7,1633,18987,75,3,Potential_Leavers
19664,BE69B041,2021-05-23 18:43:50,Travel, Mobile ,Debit_Card,2226,89657,7,1706,16735,69,2,Medium
19665,8B98D86D,2021-04-15 05:02:27,Website-services, Web ,Netbanking,303,29978,6,2622,13589,55,3,Potential_Leavers
19666,9DF31C72,2021-03-12 12:03:18,Fashion, Web ,Wallet,202,36882,5,2977,11787,51,0,Low
19667,8732A3EE,2021-04-27 22:18:56,Website-services, Mobile ,EasyPay_Pay_Later,135,37804,13,1717,22729,81,1,Medium
19668,9BED429D,2021-06-01 04:18:24,Website-services, Web ,Netbanking,333,55706,2,2579,13378,59,2,Potential_Leavers
19669,18EF51F6,2021-05-15 04:26:32,Website-services, Web ,Wallet,375,63585,16,3237,9109,66,0,High
19670,FA741FE3,2021-05-05 08:50:12,Website-services, Web ,Wallet,327,32271,17,5183,9671,66,0,Potential_Leavers
19671,C37EC098,2021-03-14 22:23:58,Electronics, Mobile ,EasyPay_Pay_Later,796,51389,7,833,17518,100,1,Medium
19672,D693FCBC,2021-03-04 22:15:54,Fashion, Mobile ,EasyPay_Pay_Later,201,17102,17,1178,19116,81,1,Potential_Leavers
19673,89420457,2021-04-23 12:21:22,Travel, Web ,EasyPay_Credit_Card,1406,45033,46,23679,3560,20,3,High
19674,7C030E78,2021-05-22 13:20:15,Website-services, Mobile ,EasyPay_Pay_Later,305,33464,20,1739,28528,99,1,Medium
19675,4CECD90B,2021-04-28 18:46:18,Website-services, Web ,Netbanking,835,64558,4,1598,12804,44,1,Medium
19676,378CDCD2,2021-05-08 18:16:25,Fashion, Mobile ,EasyPay_Pay_Later,205,57689,13,255,19774,81,2,Medium
19677,49E0ACAE,2021-05-02 21:14:39,Electronics, Web ,Netbanking,1028,40914,15,2613,15820,58,1,Medium
19678,E4A32463,2021-03-07 23:44:06,Website-services, Web ,Debit_Card,649,40729,19,1725,12098,52,3,Medium
19679,D79D29A0,2021-03-13 23:24:50,Pantry, Web ,Wallet,217,79656,13,6621,11542,51,1,Medium
19680,6EED8B7F,2021-03-14 05:12:25,Pantry, Mobile ,EasyPay_Pay_Later,110,45624,11,1201,26082,100,2,Medium
19681,25602036,2021-06-03 09:01:23,Website-services, Web ,Netbanking,568,34555,6,3675,13793,48,1,Medium
19682,346D819A,2021-03-18 13:56:40,Others, Web ,EasyPay_Credit_Card,4577,63214,45,24689,2136,11,4,Medium
19683,3CF2198B,2021-03-13 07:09:51,Travel, POS ,EasyPay_Cobrand_Card,1302,30771,31,13751,2311,8,4,Medium
19684,4D4AC647,2021-03-28 07:47:53,Travel, Web ,EasyPay_Credit_Card,3373,29958,47,18423,3668,19,3,High
19685,84182CF6,2021-04-30 07:20:42,Pantry, Web ,EasyPay_Pay_Later,187,37718,13,1492,29973,85,1,Potential_Leavers
19686,2CA7E65C,2021-04-03 10:44:34,Travel, Mobile ,Debit_Card,1742,14866,3,1009,19039,54,1,Low
19687,E20D899C,2021-04-29 11:33:46,Fashion, Web ,EasyPay_Pay_Later,59,78051,15,1527,26229,90,1,Medium
19688,96F03ACC,2021-03-22 03:25:00,Website-services, Web ,Netbanking,297,23568,10,2753,14771,51,3,Low
19689,F7AE954A,2021-04-08 09:26:08,Website-services, Web ,Netbanking,267,61692,12,5053,16095,61,1,Medium
19690,6A44B140,2021-06-02 17:38:59,Travel, Mobile ,EasyPay_Credit_Card,4879,75618,59,23856,2107,21,3,High
19691,EFA6CD6D,2021-03-16 13:10:28,Electronics, Mobile ,EasyPay_Pay_Later,167,50772,15,315,25521,80,2,Potential_Leavers
19692,E2904B19,2021-04-07 00:32:54,Website-services, Web ,EasyPay_Pay_Later,636,81622,3,1068,25276,88,1,Medium
19693,F8CFFD90,2021-03-05 22:04:04,Pantry, Web ,Wallet,233,58983,6,2913,11360,70,1,Medium
19694,FB4DE58B,2021-04-11 05:53:48,Travel, Web ,EasyPay_Credit_Card,2642,46347,53,16235,1406,14,6,High
19695,5AA9EE69,2021-05-04 11:09:54,Travel, Web ,Netbanking,1859,84680,8,3464,10844,48,2,Medium
19696,C2EA0CE3,2021-03-21 16:23:52,Fashion, Mobile ,EasyPay_Pay_Later,131,32580,4,630,13268,90,1,Medium
19697,3CE25F4A,2021-04-30 03:52:03,Pantry, Web ,Netbanking,323,36167,2,5550,10055,63,2,High
19698,F1EFDE56,2021-04-14 08:45:18,Website-services, Web ,Debit_Card,937,39716,1,2039,23714,55,2,Medium
19699,42C4151B,2021-04-09 01:35:37,Travel, Mobile ,EasyPay_Credit_Card,4251,83847,41,37436,4388,15,6,Medium
19700,28DA1226,2021-04-28 23:55:36,Travel, Web ,EasyPay_Pay_Later,912,71592,8,946,15538,89,1,Medium
19701,104A8D27,2021-04-14 06:58:52,Electronics, Mobile ,EasyPay_Credit_Card,1007,30771,33,24135,3803,12,6,Medium
19702,E816BD3D,2021-06-09 18:07:36,Travel, Web ,EasyPay_Credit_Card,2738,35321,58,9753,2216,12,3,High
19703,979E2DC2,2021-04-22 01:42:00,Travel, Web ,Netbanking,2323,17455,6,5033,15701,52,1,Medium
19704,CA3A9480,2021-05-19 03:53:58,Travel, Web ,Netbanking,2119,48876,9,2798,18211,62,3,Medium
19705,16D2E05D,2021-05-07 17:26:30,Fashion, Mobile ,EasyPay_Pay_Later,96,34425,9,281,15807,86,1,Low
19706,A465F2D2,2021-03-29 03:38:30,Website-services, Mobile ,EasyPay_Pay_Later,659,53190,18,322,29083,76,1,Low
19707,6DA982BD,2021-04-09 01:42:05,Fashion, Mobile ,EasyPay_Pay_Later,125,65807,8,740,25751,81,2,Low
19708,DBD9E4A3,2021-03-30 17:37:13,Pantry, Web ,Netbanking,221,86210,15,5116,11729,44,1,Potential_Leavers
19709,3DA88B74,2021-04-13 22:14:10,Fashion, Mobile ,EasyPay_Pay_Later,59,44025,19,380,19995,91,1,Medium
19710,E4C01EC5,2021-05-02 17:38:47,Website-services, Mobile ,Netbanking,486,49995,14,5094,9655,46,1,Medium
19711,B5FC674F,2021-03-13 06:24:41,Pantry, Mobile ,EasyPay_Pay_Later,122,41682,8,1772,13822,77,2,Low
19712,5BB8A98C,2021-04-07 23:27:57,Website-services, Web ,Wallet,781,78326,14,4690,10531,63,0,Medium
19713,E8AA2493,2021-03-15 22:34:56,Fashion, Web ,Wallet,235,53259,9,4219,9927,51,1,Medium
19714,F252F5DB,2021-03-24 00:18:17,Fashion, Mobile ,EasyPay_Pay_Later,133,59853,13,976,22987,96,1,Low
19715,4AFF5132,2021-05-31 19:18:13,Website-services, Mobile ,Debit_Card,632,44138,6,1152,21839,53,2,Medium
19716,2260B12C,2021-04-02 06:01:04,Fashion, Web ,Wallet,250,75082,10,4073,9822,67,1,Medium
19717,EABE45B0,2021-06-07 08:02:12,Travel, Mobile ,EasyPay_Credit_Card,4389,87386,45,34404,2174,15,6,High
19718,675A0680,2021-05-22 18:01:58,Fashion, Web ,EasyPay_Pay_Later,153,15538,9,957,24219,94,2,Low
19719,7DB90720,2021-04-10 20:56:00,Fashion, Web ,EasyPay_Pay_Later,88,47248,11,1786,27766,80,1,Medium
19720,5795BD7A,2021-05-19 09:16:36,Fashion, Web ,EasyPay_Pay_Later,104,43690,20,594,27133,81,1,Medium
19721,08B71C67,2021-06-06 15:36:28,Fashion, Mobile ,EasyPay_Pay_Later,67,68835,10,252,26360,82,2,Potential_Leavers
19722,59BA78D1,2021-05-29 08:04:06,Travel, Web ,EasyPay_Credit_Card,4827,39320,39,40603,1291,22,3,High
19723,78AF20B1,2021-05-24 16:36:12,Travel, Web ,EasyPay_Credit_Card,1930,20238,47,7314,1360,16,3,Medium
19724,1CE8F285,2021-03-27 01:38:54,Website-services, Mobile ,EasyPay_Pay_Later,130,74968,14,953,17892,89,2,Low
19725,0416C707,2021-03-21 05:04:24,Travel, Web ,Netbanking,1675,79151,6,2449,18677,57,1,Low
19726,98872309,2021-03-24 17:46:49,Travel, POS ,EasyPay_Cobrand_Card,1877,38885,18,13325,2431,22,8,Low
19727,DD7C0160,2021-06-05 18:16:16,Electronics, Mobile ,EasyPay_Pay_Later,81,85953,20,1121,27002,80,1,Potential_Leavers
19728,2847D943,2021-05-28 22:53:20,Travel, Web ,EasyPay_Credit_Card,2838,26672,34,6115,3526,11,4,High
19729,58824EA1,2021-03-27 14:46:56,Website-services, Mobile ,EasyPay_Pay_Later,910,48473,14,1265,17417,97,1,Potential_Leavers
19730,3484B4D2,2021-04-01 01:03:27,Travel, Mobile ,EasyPay_Cobrand_Card,2575,37330,37,3334,2015,25,4,Medium
19731,7995596C,2021-04-16 15:41:52,Website-services, Mobile ,EasyPay_Pay_Later,214,56798,3,1548,27619,94,1,Potential_Leavers
19732,3B9B006C,2021-04-14 08:34:45,Website-services, Web ,Debit_Card,696,46343,13,2065,10871,74,3,Potential_Leavers
19733,0CE75B2E,2021-05-11 19:32:47,Travel, Mobile ,EasyPay_Credit_Card,1833,56797,56,28361,2445,22,6,Medium
19734,4DC9CC13,2021-03-27 09:51:33,Fashion, Mobile ,Netbanking,242,63234,14,3718,12768,52,2,Medium
19735,EFF181F8,2021-04-28 23:13:35,Travel, Web ,EasyPay_Credit_Card,4132,62929,57,28235,2782,14,4,Medium
19736,C99A5E0A,2021-03-13 17:18:54,Others, Mobile ,EasyPay_Credit_Card,2842,43317,44,26311,3890,18,4,High
19737,23583FD9,2021-04-14 03:20:32,Website-services, Web ,Wallet,611,71216,7,3198,9379,70,1,Medium
19738,891DB8D9,2021-03-27 11:18:50,Travel, Web ,Debit_Card,3813,56797,3,2356,16114,63,3,Medium
19739,8C42DAF7,2021-04-24 17:23:13,Travel, Mobile ,EasyPay_Credit_Card,2127,69286,48,5385,4050,21,3,High
19740,D2C5F73F,2021-04-06 12:07:55,Electronics, Web ,Wallet,322,31140,18,3070,10035,51,1,Low
19741,2D8A5704,2021-03-18 12:52:17,Fashion, Mobile ,EasyPay_Pay_Later,76,54553,11,1553,14587,84,2,Low
19742,D24B0E1C,2021-03-03 09:31:31,Website-services, Web ,Netbanking,796,25371,14,2990,15718,46,2,Low
